region	gene	status	overall_p_value	overall_q_value	overall_lrt_stat	overall_h1_lnl	overall_h0_lnl	h1_winner_seed	h0_winner_seed	winner_p0	winner_p1	winner_p2	winner_omega0	winner_omega2_direct	winner_omega2_inverted	winner_kappa	chimp_in_pruned_run_1	chimp_in_pruned_run_2	chimp_in_region_run_1	chimp_in_region_run_2	h0_s1_def_init_kappa_run_2	h0_s1_def_init_omega_run_2	h0_s1_def_key_run_2	h0_s1_def_lnl_run_2	h0_s1_def_status_run_2	h0_s2_pur_init_kappa_run_2	h0_s2_pur_init_omega_run_2	h0_s2_pur_key_run_2	h0_s2_pur_lnl_run_2	h0_s2_pur_status_run_2	h0_s3_pos_init_kappa_run_2	h0_s3_pos_init_omega_run_2	h0_s3_pos_key_run_2	h0_s3_pos_lnl_run_2	h0_s3_pos_status_run_2	h0_s4_mix_init_kappa_run_2	h0_s4_mix_init_omega_run_2	h0_s4_mix_key_run_2	h0_s4_mix_lnl_run_2	h0_s4_mix_status_run_2	h1_s1_def_cmc_kappa_run_2	h1_s1_def_cmc_omega0_run_2	h1_s1_def_cmc_omega2_direct_run_2	h1_s1_def_cmc_omega2_inverted_run_2	h1_s1_def_cmc_p0_run_2	h1_s1_def_cmc_p1_run_2	h1_s1_def_cmc_p2_run_2	h1_s1_def_init_kappa_run_2	h1_s1_def_init_omega_run_2	h1_s1_def_key_run_2	h1_s1_def_lnl_run_2	h1_s1_def_status_run_2	h1_s2_pur_cmc_kappa_run_2	h1_s2_pur_cmc_omega0_run_2	h1_s2_pur_cmc_omega2_direct_run_2	h1_s2_pur_cmc_omega2_inverted_run_2	h1_s2_pur_cmc_p0_run_2	h1_s2_pur_cmc_p1_run_2	h1_s2_pur_cmc_p2_run_2	h1_s2_pur_init_kappa_run_2	h1_s2_pur_init_omega_run_2	h1_s2_pur_key_run_2	h1_s2_pur_lnl_run_2	h1_s2_pur_status_run_2	h1_s3_pos_cmc_kappa_run_2	h1_s3_pos_cmc_omega0_run_2	h1_s3_pos_cmc_omega2_direct_run_2	h1_s3_pos_cmc_omega2_inverted_run_2	h1_s3_pos_cmc_p0_run_2	h1_s3_pos_cmc_p1_run_2	h1_s3_pos_cmc_p2_run_2	h1_s3_pos_init_kappa_run_2	h1_s3_pos_init_omega_run_2	h1_s3_pos_key_run_2	h1_s3_pos_lnl_run_2	h1_s3_pos_status_run_2	h1_s4_mix_cmc_kappa_run_2	h1_s4_mix_cmc_omega0_run_2	h1_s4_mix_cmc_omega2_direct_run_2	h1_s4_mix_cmc_omega2_inverted_run_2	h1_s4_mix_cmc_p0_run_2	h1_s4_mix_cmc_p1_run_2	h1_s4_mix_cmc_p2_run_2	h1_s4_mix_init_kappa_run_2	h1_s4_mix_init_omega_run_2	h1_s4_mix_key_run_2	h1_s4_mix_lnl_run_2	h1_s4_mix_status_run_2	n_leaves_gene_run_1	n_leaves_gene_run_2	n_leaves_pruned_run_1	n_leaves_pruned_run_2	n_leaves_region_run_1	n_leaves_region_run_2	reason_run_1	reason_run_2	status_run_1	status_run_2	taxa_used_run_1	taxa_used_run_2
chr2_87987171_111255403	LIMS3_ENST00000480744.3	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr7_5989046_6735643	INTS15_ENST00000344417.10	Usable: complete data	0.389661	1	0.74	-1853.77	-1854.14	s1_def_run_2	s1_def_run_2	0	0	1	0	0.08538	0.0001	7.99822	True	True	True	True	2	0.4	667d7c4f5807793899a2a9a2e17fc78b3583577137f9ef9869aac6fbec8a383f	-1854.14	success	1	0.05	ece2fe7fb9a68367d9fdc9353e7d92a7cdc0b28d7ba6bbdab24fbbf423176e9a	-1854.14	success	3	2.5	265feca19f1b2849fc26ae644c1d0090de6da12bd3a8c4c1ec237ee65120a8ee	-1854.14	success	5	0.8	259110ef07e39ca8c455d8bf932a8e5244d9fe162c2daa8d3ac1a0d83f3bc0bd	-1854.14	success	7.99822	0	0.08538	0.0001	0	0	1	2	0.4	c157bab78946df92263df9d234113aba6dfd1e1df403c72cc002bdf4483d1f67	-1853.77	success	7.98715	0.0282	3.18643	0.0001	1	0	0	1	0.05	49c83620da4a0f45fd5662b3915139b06f108153cb470d6ce142c560efa45622	-1854.8	success	7.99772	0	0.08552	0.0001	0.00154	0	0.99846	3	2.5	55476fccbf234a4e8bdf79e7a25490aa3277501a7d3411e8f23d2325aab73020	-1853.77	success	7.9962	0	0.08544	0.0001	0.00019	0	0.99981	5	0.8	6e1781a6adb84e2fd794e0d16bcf032182bff11b3b9c8516f7b482eb3239bc1e	-1853.77	success	83	83	83	83	83	83			success	success	0AFR_ACB_HG02011_L;0AFR_ACB_HG02011_R;0AFR_MSL_HG03065_L;1AFR_ESN_HG03125_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;0AFR_ASW_NA19983_L;0EUR_IBS_HG01505_R;0EUR_CEU_NA12329_L;0EUR_CEU_NA12329_R;0SAS_BEB_HG03009_L;0SAS_STU_HG03683_L;0SAS_BEB_HG03009_R;1EUR_AKJ_NA24385_L;0EUR_TSI_NA20509_L;0EUR_TSI_NA20509_R;0SAS_ITU_HG03732_R;1EUR_FIN_HG00171_R;0EUR_CEU_NA12878_R;1AMR_PUR_HG00731_L;0EUR_FIN_HG00171_L;0AMR_PEL_HG02106_R;0AMR_PUR_HG00732_R;0AMR_PUR_HG00732_L;0EUR_FIN_HG00268_R;0SAS_ITU_HG04217_R;0AMR_PUR_HG00731_R;0EUR_IBS_HG01505_L;0EUR_GBR_HG00096_R;0EUR_GBR_HG00096_L;0AFR_GWD_HG02818_L;1AFR_ESN_HG03371_R;0AFR_LWK_NA19036_L;0AFR_LWK_NA19036_R;0AMR_CLM_HG01114_L;0SAS_STU_HG03683_R;0EAS_CHS_HG00513_R;0AMR_CLM_HG01352_R;0EAS_CDX_HG00864_L;0EAS_JPT_NA18939_L;0EAS_CHS_HG00512_L;0EAS_CDX_HG00864_R;0AMR_CLM_HG01114_R;0EUR_AKJ_NA24385_R;0AMR_PEL_HG02106_L;0AMR_PEL_HG01573_R;0EAS_KHV_HG01596_R;0EAS_CHB_NA18534_L;0EAS_KHV_HG02059_R;0EAS_JPT_NA18939_R;0EAS_KHV_HG02059_L;0SAS_PJL_HG02492_R;0SAS_PJL_HG02492_L;0AFR_ASW_NA19983_R;0AMR_MXL_NA19650_R;0EAS_KHV_HG02018_R;0SAS_ITU_HG03732_L;1EUR_CEU_NA12878_L;0AMR_PEL_HG01573_L;0EUR_FIN_HG00268_L;0AFR_ESN_HG03125_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG01596_L;0EAS_KHV_HG02018_L;0AMR_CLM_HG01352_L;0SAS_GIH_NA20847_R;0AMR_MXL_NA19650_L;0EAS_CHS_HG00513_L;0EAS_CHS_HG00512_R;0SAS_ITU_HG04217_L;0AFR_ESN_HG03371_L;0AFR_YRI_NA19239_R;0AFR_GWD_HG02587_R;0AFR_MSL_HG03486_R;0AFR_YRI_NA19239_L;0AFR_GWD_HG02587_L;0AFR_GWD_HG02818_R;0AFR_MSL_HG03065_R;0AFR_YRI_NA19238_L;0AFR_LWK_NA19434_L;0AFR_LWK_NA19434_R;1SAS_GIH_NA20847_L;PanTro6	0AFR_ACB_HG02011_L;0AFR_ACB_HG02011_R;0AFR_MSL_HG03065_L;1AFR_ESN_HG03125_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;0AFR_LWK_NA19434_L;0AFR_LWK_NA19434_R;1SAS_GIH_NA20847_L;0AFR_ESN_HG03371_L;0AFR_YRI_NA19239_R;0AFR_GWD_HG02587_R;0AFR_MSL_HG03486_R;0AFR_YRI_NA19239_L;0AFR_GWD_HG02587_L;0AFR_GWD_HG02818_R;0AFR_MSL_HG03065_R;0AFR_YRI_NA19238_L;0AFR_GWD_HG02818_L;1AFR_ESN_HG03371_R;0AMR_CLM_HG01114_R;0EUR_AKJ_NA24385_R;0AMR_PEL_HG02106_L;0AFR_LWK_NA19036_L;0AFR_LWK_NA19036_R;0AMR_CLM_HG01114_L;0EAS_CHS_HG00513_R;0EAS_CDX_HG00864_L;0EAS_JPT_NA18939_L;0EAS_CHS_HG00512_L;0EAS_CDX_HG00864_R;0AMR_CLM_HG01352_R;0EUR_FIN_HG00268_L;0SAS_STU_HG03683_R;0AMR_CLM_HG01352_L;0SAS_GIH_NA20847_R;0AMR_MXL_NA19650_L;0EAS_CHS_HG00513_L;0EAS_CHS_HG00512_R;0SAS_ITU_HG04217_L;0AFR_ESN_HG03125_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;0EAS_KHV_HG01596_L;0AFR_ASW_NA19983_R;0AMR_PEL_HG01573_R;0EAS_KHV_HG01596_R;0EAS_CHB_NA18534_L;0EAS_KHV_HG02059_R;0EAS_JPT_NA18939_R;0EAS_KHV_HG02059_L;0SAS_PJL_HG02492_R;0SAS_PJL_HG02492_L;0AMR_MXL_NA19650_R;0EAS_KHV_HG02018_R;0SAS_ITU_HG03732_L;1EUR_CEU_NA12878_L;0AMR_PEL_HG01573_L;0SAS_BEB_HG03009_L;0AFR_ASW_NA19983_L;0EUR_IBS_HG01505_R;0AMR_PEL_HG02106_R;0AMR_PUR_HG00732_R;0AMR_PUR_HG00732_L;0EUR_FIN_HG00268_R;0SAS_ITU_HG04217_R;0AMR_PUR_HG00731_R;0EUR_IBS_HG01505_L;0EUR_GBR_HG00096_R;0EUR_GBR_HG00096_L;0EUR_CEU_NA12878_R;1AMR_PUR_HG00731_L;0EUR_FIN_HG00171_L;1EUR_FIN_HG00171_R;0SAS_ITU_HG03732_R;0EUR_TSI_NA20509_L;0EUR_TSI_NA20509_R;0SAS_BEB_HG03009_R;1EUR_AKJ_NA24385_L;0EUR_CEU_NA12329_L;0EUR_CEU_NA12329_R;0SAS_STU_HG03683_L;PanTro6
chr10_46983451_47468232	GDF2_ENST00000581492.3	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr2_87987171_111255403	RGPD5_ENST00000016946.8	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr7_73113989_74799029	FKBP6_ENST00000252037.5	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr16_15384482_16276146	MPV17L_ENST00000396385.4	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr7_73113989_74799029	CLDN4_ENST00000340958.4	Excluded (or unable to calculate)						all_fail	all_fail																																																																																								partial_success	partial_success		
chr7_5989046_6735643	AIMP2_ENST00000223029.8	Usable: complete data	0.389661	1	0.74	-1436.2	-1436.57	s2_pur_run_2	s2_pur_run_2	0	0	1	0	0	0.0001	5.21949	True	True	True	True	2	0.4	7fed18094a01bda49f889d93439af6328c46af2d42d3cfc4ac9faf3bbd12a902	-1440.25	success	1	0.05	d78204242143d681d4872bb061b4b33d3763b407344cc17ad6e85e02bf2b9972	-1436.57	success	3	2.5	73820afd91d18f678ad73dc9939ba0f7881d347e5ffa6a5d855b25fb36fbf83a	-1436.57	success	5	0.8	5fb33c3a39b4a6bb50aa0d78ad94b693aea34ca0b7c4582c92fc8ef630fd3472	-1436.57	success	5.22003	0	0	581.213	0	0	1	2	0.4	71a0ac6fce4d3c18af1c7021814160bc5d2334279aeffadbee0d5dbf82c32b8d	-1436.57	success	5.21949	0	0	0.0001	0	0	1	1	0.05	3386c79edbbe997e258aefa91cbe4a22f1557f9325217ab21f1fcea178e9e202	-1436.2	success	5.22021	0	0	2.91213	0	0	1	3	2.5	de269c917154c3c0bd112b10a9ba54dc8252a849c209b6c0f95a8019f0acd8a3	-1436.2	success	5.22017	0	0	11.3184	0	0	1	5	0.8	b4c93768fb5133e1771057f9e6a57ed33ae57883442dcc146422b715785f8c1f	-1436.2	success	83	83	83	83	83	83			success	success	0AFR_ACB_HG02011_L;0AFR_ACB_HG02011_R;0AFR_MSL_HG03065_L;1AFR_ESN_HG03125_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;0AFR_ASW_NA19983_L;0EUR_IBS_HG01505_R;0EUR_CEU_NA12329_L;0EUR_CEU_NA12329_R;0SAS_BEB_HG03009_L;0SAS_STU_HG03683_L;0SAS_BEB_HG03009_R;1EUR_AKJ_NA24385_L;0EUR_TSI_NA20509_L;0EUR_TSI_NA20509_R;0SAS_ITU_HG03732_R;1EUR_FIN_HG00171_R;0EUR_CEU_NA12878_R;1AMR_PUR_HG00731_L;0EUR_FIN_HG00171_L;0AMR_PEL_HG02106_R;0AMR_PUR_HG00732_R;0AMR_PUR_HG00732_L;0EUR_FIN_HG00268_R;0SAS_ITU_HG04217_R;0AMR_PUR_HG00731_R;0EUR_IBS_HG01505_L;0EUR_GBR_HG00096_R;0EUR_GBR_HG00096_L;0AFR_GWD_HG02818_L;1AFR_ESN_HG03371_R;0AFR_LWK_NA19036_L;0AFR_LWK_NA19036_R;0AMR_CLM_HG01114_L;0SAS_STU_HG03683_R;0EAS_CHS_HG00513_R;0AMR_CLM_HG01352_R;0EAS_CDX_HG00864_L;0EAS_JPT_NA18939_L;0EAS_CHS_HG00512_L;0EAS_CDX_HG00864_R;0AMR_CLM_HG01114_R;0EUR_AKJ_NA24385_R;0AMR_PEL_HG02106_L;0AMR_PEL_HG01573_R;0EAS_KHV_HG01596_R;0EAS_CHB_NA18534_L;0EAS_KHV_HG02059_R;0EAS_JPT_NA18939_R;0EAS_KHV_HG02059_L;0SAS_PJL_HG02492_R;0SAS_PJL_HG02492_L;0AFR_ASW_NA19983_R;0AMR_MXL_NA19650_R;0EAS_KHV_HG02018_R;0SAS_ITU_HG03732_L;1EUR_CEU_NA12878_L;0AMR_PEL_HG01573_L;0EUR_FIN_HG00268_L;0AFR_ESN_HG03125_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG01596_L;0EAS_KHV_HG02018_L;0AMR_CLM_HG01352_L;0SAS_GIH_NA20847_R;0AMR_MXL_NA19650_L;0EAS_CHS_HG00513_L;0EAS_CHS_HG00512_R;0SAS_ITU_HG04217_L;0AFR_ESN_HG03371_L;0AFR_YRI_NA19239_R;0AFR_GWD_HG02587_R;0AFR_MSL_HG03486_R;0AFR_YRI_NA19239_L;0AFR_GWD_HG02587_L;0AFR_GWD_HG02818_R;0AFR_MSL_HG03065_R;0AFR_YRI_NA19238_L;0AFR_LWK_NA19434_L;0AFR_LWK_NA19434_R;1SAS_GIH_NA20847_L;PanTro6	0AFR_ACB_HG02011_L;0AFR_ACB_HG02011_R;0AFR_MSL_HG03065_L;1AFR_ESN_HG03125_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;0AFR_LWK_NA19434_L;0AFR_LWK_NA19434_R;1SAS_GIH_NA20847_L;0AFR_ESN_HG03371_L;0AFR_YRI_NA19239_R;0AFR_GWD_HG02587_R;0AFR_MSL_HG03486_R;0AFR_YRI_NA19239_L;0AFR_GWD_HG02587_L;0AFR_GWD_HG02818_R;0AFR_MSL_HG03065_R;0AFR_YRI_NA19238_L;0AFR_GWD_HG02818_L;1AFR_ESN_HG03371_R;0AMR_CLM_HG01114_R;0EUR_AKJ_NA24385_R;0AMR_PEL_HG02106_L;0AFR_LWK_NA19036_L;0AFR_LWK_NA19036_R;0AMR_CLM_HG01114_L;0EAS_CHS_HG00513_R;0EAS_CDX_HG00864_L;0EAS_JPT_NA18939_L;0EAS_CHS_HG00512_L;0EAS_CDX_HG00864_R;0AMR_CLM_HG01352_R;0EUR_FIN_HG00268_L;0SAS_STU_HG03683_R;0AMR_CLM_HG01352_L;0SAS_GIH_NA20847_R;0AMR_MXL_NA19650_L;0EAS_CHS_HG00513_L;0EAS_CHS_HG00512_R;0SAS_ITU_HG04217_L;0AFR_ESN_HG03125_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;0EAS_KHV_HG01596_L;0AFR_ASW_NA19983_R;0AMR_PEL_HG01573_R;0EAS_KHV_HG01596_R;0EAS_CHB_NA18534_L;0EAS_KHV_HG02059_R;0EAS_JPT_NA18939_R;0EAS_KHV_HG02059_L;0SAS_PJL_HG02492_R;0SAS_PJL_HG02492_L;0AMR_MXL_NA19650_R;0EAS_KHV_HG02018_R;0SAS_ITU_HG03732_L;1EUR_CEU_NA12878_L;0AMR_PEL_HG01573_L;0SAS_BEB_HG03009_L;0AFR_ASW_NA19983_L;0EUR_IBS_HG01505_R;0AMR_PEL_HG02106_R;0AMR_PUR_HG00732_R;0AMR_PUR_HG00732_L;0EUR_FIN_HG00268_R;0SAS_ITU_HG04217_R;0AMR_PUR_HG00731_R;0EUR_IBS_HG01505_L;0EUR_GBR_HG00096_R;0EUR_GBR_HG00096_L;0EUR_CEU_NA12878_R;1AMR_PUR_HG00731_L;0EUR_FIN_HG00171_L;1EUR_FIN_HG00171_R;0SAS_ITU_HG03732_R;0EUR_TSI_NA20509_L;0EUR_TSI_NA20509_R;0SAS_BEB_HG03009_R;1EUR_AKJ_NA24385_L;0EUR_CEU_NA12329_L;0EUR_CEU_NA12329_R;0SAS_STU_HG03683_L;PanTro6
chr8_7301024_12598379	NEIL2_ENST00000284503.7	Usable: complete data	0.0196807	0.231248	5.44	-1553.09	-1555.81	s1_def_run_2	s3_pos_run_2	0.98014	0	0.01986	0	62.35	8.73097	8.65044	True	True	True	True	2	0.4	bc189b7b93dcdb3b717ea53175890af1ac2c4ec816b811684a377becbf784d41	-1578.06	success	1	0.05	a1f77cf27a61f74e4617a9e4dbc305c8727c85a7af7077ac55cc5d9e5168e068	-1578.23	success	3	2.5	97c36635aa442bb761f9ad9c117c402c4505dd21c9b1d3d17c43a1fbe0726689	-1555.81	success	5	0.8	ac95d2f2366343133ed5b28181133f4c38bfc860df9e5a3a68d0e9a20ed4821e	-1578.06	success	8.65044	0	62.35	8.73097	0.98014	0	0.01986	2	0.4	6e6ad9cced30c6726ffdd6ed0dd3ff5defdb20031f0abbdba61a4a2bb6092835	-1553.09	success	5.85866	0	0	0.0001	0.28012	0.06402	0.65585	1	0.05	689722a50d681a890e8aeb3e19ce7f7145bf1c9ab514d4b84ff44e6127e77144	-1579.17	success	8.65049	0	62.3497	8.73099	0.98014	0	0.01986	3	2.5	836ac3576d5eea0b9851132359ab0830f43c59b74ab444bdf81e6a865abac6aa	-1553.87	success	5.85925	0	0	0.0001	0.16913	0.06402	0.76685	5	0.8	7bafb231397bd93ee76e846fbc853b60a32e108a66eda11a7d8c01731f9c2937	-1579.95	success	83	83	83	83	83	83			success	success	0AFR_ACB_HG02011_L;0AFR_MSL_HG03065_R;0AFR_ESN_HG03371_L;0AFR_GWD_HG02818_R;0AFR_GWD_HG02587_L;0AFR_ESN_HG03125_L;0AFR_MSL_HG03065_L;0AFR_LWK_NA19036_L;1AFR_ESN_HG03371_R;1AFR_ESN_HG03125_R;1AFR_YRI_NA19239_R;1AFR_LWK_NA19434_L;1AFR_ACB_HG02011_R;1AFR_YRI_NA19239_L;1AFR_GWD_HG02818_L;1AFR_ASW_NA19983_L;1AFR_LWK_NA19036_R;0AMR_CLM_HG01352_L;1SAS_ITU_HG03732_R;1SAS_ITU_HG03732_L;0EUR_GBR_HG00096_R;1EUR_CEU_NA12878_R;1EUR_FIN_HG00171_R;1AMR_CLM_HG01114_R;1AMR_PEL_HG01573_R;1EUR_AKJ_NA24385_L;1EUR_FIN_HG00268_L;1AMR_PUR_HG00732_L;1AMR_MXL_NA19650_L;1AMR_PUR_HG00731_L;1EUR_FIN_HG00268_R;1AMR_MXL_NA19650_R;1EUR_CEU_NA12878_L;1EUR_TSI_NA20509_R;1AMR_PUR_HG00731_R;0EUR_IBS_HG01505_R;1EUR_FIN_HG00171_L;1SAS_BEB_HG03009_L;1EUR_CEU_NA12329_L;1AFR_ASW_NA19983_R;1SAS_ITU_HG04217_R;1SAS_BEB_HG03009_R;1SAS_PJL_HG02492_R;1AFR_LWK_NA19434_R;1AFR_YRI_NA19238_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;1AFR_MSL_HG03486_R;0AFR_GWD_HG02587_R;1EAS_JPT_NA18939_R;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0AMR_PEL_HG02106_L;0SAS_GIH_NA20847_L;0SAS_STU_HG03683_R;1EAS_CHS_HG00513_R;0AMR_PEL_HG01573_L;0AMR_PEL_HG02106_R;0EUR_TSI_NA20509_L;0SAS_STU_HG03683_L;0EAS_CDX_HG00864_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00512_R;0EAS_CHS_HG00512_L;0EUR_CEU_NA12329_R;0EAS_KHV_HG02059_R;1EUR_GBR_HG00096_L;0EAS_JPT_NA18939_L;0SAS_PJL_HG02492_L;0EAS_KHV_HG01596_L;0SAS_GIH_NA20847_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;1AMR_CLM_HG01352_R;0EAS_KHV_HG01596_R;0EAS_KHV_HG02018_R;0AMR_PUR_HG00732_R;0EUR_IBS_HG01505_L;0EAS_KHV_HG02059_L;0SAS_ITU_HG04217_L;0EAS_CHS_HG00513_L;0EUR_AKJ_NA24385_R;PanTro6	0AFR_ACB_HG02011_L;0AFR_MSL_HG03065_R;0AFR_ESN_HG03371_L;0AFR_GWD_HG02818_R;0AFR_GWD_HG02587_L;0AFR_ESN_HG03125_L;0AFR_MSL_HG03065_L;0AFR_GWD_HG02587_R;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0AMR_PEL_HG02106_L;0SAS_GIH_NA20847_L;0SAS_STU_HG03683_R;1EAS_CHS_HG00513_R;0AMR_PEL_HG01573_L;0AMR_PEL_HG02106_R;0EUR_TSI_NA20509_L;0SAS_STU_HG03683_L;0EAS_CDX_HG00864_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00512_R;0EAS_CHS_HG00512_L;0EUR_CEU_NA12329_R;0EAS_KHV_HG02059_R;1EUR_GBR_HG00096_L;0EAS_JPT_NA18939_L;0SAS_PJL_HG02492_L;0EAS_KHV_HG01596_L;0SAS_GIH_NA20847_R;0AMR_PUR_HG00732_R;0EUR_IBS_HG01505_L;0EAS_KHV_HG02059_L;0SAS_ITU_HG04217_L;0EAS_CHS_HG00513_L;0EUR_AKJ_NA24385_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;1AMR_CLM_HG01352_R;0EAS_KHV_HG01596_R;0EAS_KHV_HG02018_R;1EAS_JPT_NA18939_R;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;1AFR_MSL_HG03486_R;1AFR_LWK_NA19434_R;1AFR_YRI_NA19238_L;0AFR_LWK_NA19036_L;1AFR_ESN_HG03371_R;1AFR_ESN_HG03125_R;1AFR_YRI_NA19239_R;1AFR_LWK_NA19434_L;1AFR_ACB_HG02011_R;1AFR_YRI_NA19239_L;1AFR_GWD_HG02818_L;1AFR_ASW_NA19983_L;1AFR_LWK_NA19036_R;0AMR_CLM_HG01352_L;1SAS_ITU_HG03732_R;1SAS_ITU_HG03732_L;0EUR_GBR_HG00096_R;1EUR_CEU_NA12878_R;1EUR_FIN_HG00171_R;1AMR_CLM_HG01114_R;1AMR_PEL_HG01573_R;1EUR_AKJ_NA24385_L;1EUR_FIN_HG00268_L;1AMR_PUR_HG00732_L;1AMR_MXL_NA19650_L;1AMR_PUR_HG00731_L;1EUR_FIN_HG00268_R;1AMR_MXL_NA19650_R;1EUR_CEU_NA12878_L;1EUR_TSI_NA20509_R;1AMR_PUR_HG00731_R;0EUR_IBS_HG01505_R;1EUR_FIN_HG00171_L;1SAS_BEB_HG03009_L;1EUR_CEU_NA12329_L;1AFR_ASW_NA19983_R;1SAS_ITU_HG04217_R;1SAS_BEB_HG03009_R;1SAS_PJL_HG02492_R;PanTro6
chr8_7301024_12598379	ERI1_ENST00000250263.8	Complete data but H1 substantially worse than H0				-1616.22	-1615.23	s3_pos_run_2	s1_def_run_2	0.99697	0	0.00303	0.0201	178.985	104.131	0.54277	True		True		2	0.4	3cd89f49c867f83310591ccfa61864489c00506895ac4584cc832956544a2ccf	-1615.23	success	1	0.05	c2a6414084c069fce2095761cfac02e9a808f43ceb582b056779d087123bcd8a	-1648.31	success	3	2.5	3af326c8ec229ae2058015a99b9aec9955f1d685a3eaeda1a63c93747eb32f77	-1615.23	success	5	0.8	d233cc5e959bdbd831e30bebddcc5a7ba11ff8c5e3e69820c2a0b232cad6e298	-1648.31	success	0.50546	0	0	0.0004	0	0.0195	0.9805	2	0.4	3a7743e3a254cf6dd5cf328e7bf0bc555e7f6790ad5f955c4076d0e2dbc7351a	-1648.31	success	0.50546	0	0	0.0004	0	0.0195	0.9805	1	0.05	b8fb1ad424c49a6d37b055bc8947ba4bf13f9bd5f6ffca2c27f86984d2263795	-1648.31	success	0.54277	0.0201	178.985	104.131	0.99697	0	0.00303	3	2.5	23a806bfb3d89dafa4e9c4632cd11c11371e2fca60c9f6ce61b9c54d3bc24277	-1616.22	success	0.50546	0	0	0.0004	0	0.0195	0.9805	5	0.8	55472763736e4da343cac9903dc9441a1c6fe5f7abe8fa06c7dbaaf57be12725	-1648.31	success	83		83		83			One or more requested LRTs failed to produce a valid result.	success	success	0AFR_ACB_HG02011_L;0AFR_MSL_HG03065_R;0AFR_ESN_HG03371_L;0AFR_GWD_HG02818_R;0AFR_GWD_HG02587_L;0AFR_ESN_HG03125_L;0AFR_MSL_HG03065_L;0AFR_LWK_NA19036_L;1AFR_ESN_HG03371_R;1AFR_ESN_HG03125_R;1AFR_YRI_NA19239_R;1AFR_LWK_NA19434_L;1AFR_ACB_HG02011_R;1AFR_YRI_NA19239_L;1AFR_GWD_HG02818_L;1AFR_ASW_NA19983_L;1AFR_LWK_NA19036_R;0AMR_CLM_HG01352_L;1SAS_ITU_HG03732_R;1SAS_ITU_HG03732_L;0EUR_GBR_HG00096_R;1EUR_CEU_NA12878_R;1EUR_FIN_HG00171_R;1AMR_CLM_HG01114_R;1AMR_PEL_HG01573_R;1EUR_AKJ_NA24385_L;1EUR_FIN_HG00268_L;1AMR_PUR_HG00732_L;1AMR_MXL_NA19650_L;1AMR_PUR_HG00731_L;1EUR_FIN_HG00268_R;1AMR_MXL_NA19650_R;1EUR_CEU_NA12878_L;1EUR_TSI_NA20509_R;1AMR_PUR_HG00731_R;0EUR_IBS_HG01505_R;1EUR_FIN_HG00171_L;1SAS_BEB_HG03009_L;1EUR_CEU_NA12329_L;1AFR_ASW_NA19983_R;1SAS_ITU_HG04217_R;1SAS_BEB_HG03009_R;1SAS_PJL_HG02492_R;1AFR_LWK_NA19434_R;1AFR_YRI_NA19238_L;1AFR_MSL_HG03486_L;1AFR_YRI_NA19238_R;1AFR_MSL_HG03486_R;0AFR_GWD_HG02587_R;1EAS_JPT_NA18939_R;0AMR_CLM_HG01114_L;0EAS_CDX_HG00864_L;0AMR_PEL_HG02106_L;0SAS_GIH_NA20847_L;0SAS_STU_HG03683_R;1EAS_CHS_HG00513_R;0AMR_PEL_HG01573_L;0AMR_PEL_HG02106_R;0EUR_TSI_NA20509_L;0SAS_STU_HG03683_L;0EAS_CDX_HG00864_R;0EAS_CHB_NA18534_L;0EAS_CHS_HG00512_R;0EAS_CHS_HG00512_L;0EUR_CEU_NA12329_R;0EAS_KHV_HG02059_R;1EUR_GBR_HG00096_L;0EAS_JPT_NA18939_L;0SAS_PJL_HG02492_L;0EAS_KHV_HG01596_L;0SAS_GIH_NA20847_R;0EAS_CHB_NA18534_R;0EAS_KHV_HG02018_L;1AMR_CLM_HG01352_R;0EAS_KHV_HG01596_R;0EAS_KHV_HG02018_R;0AMR_PUR_HG00732_R;0EUR_IBS_HG01505_L;0EAS_KHV_HG02059_L;0SAS_ITU_HG04217_L;0EAS_CHS_HG00513_L;0EUR_AKJ_NA24385_R;PanTro6	
